133,16.37,4.28,6.32,43,140,30.53,261,230,0.562,0.892,4.5
238,28.97,12.67,0,14,76,2.87,309,388,0.092,0.39,0
161,22.75,7.13,0,13,87,2.57,312,420,0.129,0.377,7.2
187,12.7,13.6,1,41,45,2.5,70,76,0.06,0.32,0
193,13.2,14.1,0.8,41,45,2.5,70,77,0.15,0.48,0
177,20.1,2.7,62.1,20,0,6.9,213,0,0.57,1.83,0
13,1.8,0.1,4.5,2,3,1,64,215,0.17,0.21,5
77,16.19,0.7,0.43,127,418,0.74,137,216,0.04,0.12,0
83,17.88,0.74,0,91,395,0.5,234,259,0.023,0.093,3.3
74,16.1,0.3,0.6,42,0,5.4,117,0,0,0.03,0
70,15.2,0.5,0.1,95,0,0.8,179,0,0.2,0.37,0
316,66.7,2.6,2,669,0,3.9,681,0,0.1,0.1,1
69,15,0.6,0.1,120,240,0.7,150,240,0.21,0.57,0
85,17.4,1,0.5,158,475,0.5,114,0,0.02,0.06,0
60,8.4,2.6,0.1,78,475,1.1,127,200,0.02,0.06,0
73,16.3,0.4,0.2,68,670,0.5,120,21,0,0.03,0
85,14.8,1.6,2,79,0,1.9,239,0,0,0,0
70,12.3,1.6,0.8,4278,130,3.8,287,160,0.07,0.31,0
66,11.9,1.3,0.9,4668,134,4.8,295,165,0.03,0.09,0
80,17.5,0.5,0.3,48,310,0.2,190,230,0.07,0.06,0
67,13.7,0.7,0.6,69,550,2.1,159,370,0.04,0.08,0
87,18.8,0.3,1.1,66,0,0.6,239,0,0,0,0
171,14.4,12,0.2,359,0,11.4,440,0,0.04,0.25,1
59,2.3,0.1,13.6,42,18,1.3,34,426,0.13,0.01,16
23,2.7,0.2,4.2,106,24,10.7,55,490,0.11,0.34,25
173,22.2,8.4,0,49,80,0.6,230,410,0.04,0.16,0
156,20.8,7.5,0,44,85,0.8,204,390,0.05,0.2,0
118,10.6,0.1,18.6,218,792,0.8,199,108,0.03,0.12,0
71,2.2,0.9,13.4,13,182,1,24,43,0.05,0.05,0
61,12.2,0.6,0.8,3750,0,3.4,170,0,0.1,0.5,0
315,5.9,14.5,40.1,60,2900,2.1,120,190,0.22,0.07,0
296,8.01,12.7,37.36,101,1423,2.05,211,223,0.281,0.165,0
413,18.35,22.68,49.97,383,1,10.77,1041,930,0.388,0.719,3.72
24,3.03,0.17,4.19,256,36,3.09,55,529,0.277,0.277,0
391,19.8,4.9,67,372,5,4.8,507,1210,0,0.57,0
343,3.55,0.51,81.07,1281,67,28.24,63,754,0.287,0.106,0
357,0,1.4,89,0,5,2.3,14,745,1.49,0.37,0
312,2.3,0.1,75.7,4,0,3.5,102,989,0.13,0.1,18
147,1.03,0.45,34.91,23,13,0.55,57,359,0.085,0.02,44.82
189,1.01,0.16,45.96,17,10,0.56,54,431,0.075,0.037,6.44
154,1.01,0.11,37.19,15,7,0.45,49,370,0.065,0.027,7.12
169,1.07,0.15,40.92,17,7,0.42,47,461,0.06,0.025,15.36
164,1,0.61,38.84,16,47,0.45,52,237,0.093,0.017,36.63
107,1.3,0.1,25.5,34,10,1.1,53,506,0.12,0.05,0
127,1.1,0,30.7,42,14,0.8,62,451,0.18,0.04,0
41,3.44,0.62,5.8,186,1,3.38,29,376,0,0.227,0
47,3.92,0.44,7.34,196,0,5.64,36,794,0.227,0.297,8.31
186,1.25,0.16,44.98,21,9,0.66,63,459,0.132,0.051,14.49
141,1.17,0.2,33.77,21,8,0.52,55,379,0.086,0.034,14.49
157,1.1,0.15,37.91,23,5,0.46,57,394,0.108,0.031,30.62
105,1,0.1,25.1,28,14,0.9,57,516,0.15,0.04,0
22,0.74,0.06,4.65,126,2,0.4,26,279,0.057,0.023,0.02
33,0.52,0.06,7.51,206,6,0.52,9,68,0,0.03,0.16
23,0.88,0.03,4.96,132,1,0.33,30,370,0.072,0.022,0.62
17,0.59,0.05,3.64,89,1,0.31,11,364,0.006,0.016,0
332,6.07,0.47,75.53,1166,12,7.11,270,4939,0.197,1.084,0
23,0.48,0.11,4.96,125,3,0.45,8,31,0,0.01,0
14,0.45,0.05,2.88,65,1,0.26,9,184,0.057,0.011,0
18,0.76,0.02,3.63,92,1,0.41,15,559,0.023,0.016,1.7
140,1.2,0,33.8,43,9,0.8,51,556,0.15,0.03,1
130,1.5,0,31.3,16,2,1,53,548,0.08,0.1,19
181,2.17,0.01,42.98,7,1964,0.61,32,150,0.041,0.445,0
101,3.8,5,10.1,17,610,0.8,47,250,0.14,0.05,6
92,16.1,0.7,4.3,419,0,5,122,0,0,0,0
78,15.1,0.2,3,36,0,1.6,118,0,0.02,0.12,2
103,17.7,1.1,4.5,94,0,2.3,117,0,0.15,0.24,1
116,17.2,2.7,4.8,122,215,7.2,177,300,0.06,0.1,2
110,15.9,3,3.9,95,217,5,185,323,0.05,0.2,2
88,14.2,0.7,5.5,68,0,2.1,150,0,0,0,0
109,22.5,0.4,2.3,97,0,2.5,145,0,0.04,0.23,3
88,17.1,0.3,3.2,587,0,2.1,197,0,0.05,0.12,2
104,16.5,2.4,3.2,193,0,7.2,148,0,0.07,0.26,2
105,18.4,0.7,5.3,90,446,1.4,105,250,0.01,0.11,0
92,14.6,2.2,2.6,240,0,12.9,165,0,0.04,0.2,2
94,17,1.2,2.8,70,0,25.4,161,0,0.03,0.15,2
74,15,0.1,2.4,163,0,1.6,170,0,0,0,0
66,11.2,1.5,1.1,144,0,3.7,161,0,0.01,0.09,2
125,17.7,3.6,4.4,87,0,1.8,145,0,0.02,0.1,2
100,19.7,0.5,3,77,0,2.3,140,0,0.03,0.13,2
143,20.7,3.7,5.5,128,0,3.5,115,0,0.02,0.11,2
109,17.9,0.2,8,77,0,3.3,147,0,0.04,0.25,4
29,1.6,0.5,5.8,82,34,10.8,37,451,0.09,0.09,7
39,2.5,0.4,8.2,128,57,4.8,39,531,0.13,0.17,15
318,25.2,22.4,0.4,10,120,1.6,280,370,0.3,0.37,0
210,21.06,13.34,0,12,25,0.71,290,329,0.18,0.46,1
348,18.7,28.5,0.2,25,680,2,200,300,0.13,0.59,0
309,22.6,22.6,0.3,7,94,1.3,210,280,0.25,0.3,0
180,20.2,10.4,0,26,75,1.6,232,310,0.18,0.46,1
278,20.26,21.23,0,13,30,1.02,303,332,0.18,0.46,1
251,18.99,16.14,6.36,31,340,1.09,206,292,0.112,0.186,5.73
159,16.3,9.9,0.1,167,890,1.1,267,280,0.08,0.26,0
246,13.8,20.6,0.3,9,0,8,54,0,0.1,0.2,0
284,28.4,18,0.2,7,0,4,29,0,0,0,0
298,22,22.5,0.3,7,0,4,14,0,0.09,0.08,0
449,25.5,37.6,0.3,2,0,8,52,0,0,0.01,0
132,23.5,3.5,0,7,58,2.8,177,295,0.08,0.11,0
160,24.4,6.2,0.1,26,0,10,104,0,0.1,0.14,0
111,26.5,0.5,0,7,78,25.9,239,283,0.014,0.184,0
355,0,0,0,1,1,0.01,0,1,0,0.002,0
275,20.5,3.9,53.9,88,0,2.7,111,0,0.03,0.07,1
32,3.47,1.38,3.29,269,0,2.04,26,312,0.396,0.171,11.96
310,5.6,2.8,76.4,51,0,2,116,0,0.04,0.09,2
5,0,0.02,1.44,8,0,0.02,0,6,0.01,0,0.06
31,1.68,0.26,6.84,36,4,0.75,29,60,0,0.193,0
299,17.95,1.7,67.51,226,28,7.18,313,2947,0,1.369,0
25,1.58,0.16,5.43,16,2,0.29,25,184,0,0.048,1.96
28,1.72,0.13,6.41,15,1,0.71,33,271,0,0.023,6.41
28,2.1,0.1,6.2,14,6,3.7,164,385,0.03,0.11,33
21,2.74,0.24,3.55,15,2,0.48,57,197,0.004,0.097,8.38
261,25.8,0.6,54.2,188,15,6.4,246,2879,0.11,0.51,0
273,27.85,0.34,56.58,147,24,6.75,760,3287,0.054,0.776,5.56
22,2.9,0.17,3.8,9,0,0.88,67,305,0.011,0.137,2.58
33,4.6,0.2,5.6,46,5,21.4,26,299,0.03,0.21,2
33,1.83,0.13,7.78,15,2,0.6,42,279,0.07,0.094,56.7
41,2.3,1.3,6.9,12,11,1,44,370,0,0,170
27,1.4,0.8,4.6,14,9,0.9,39,162,0,0,72
312,13.88,8.71,57.47,57,4,3.97,365,2634,0.129,2.465,0
85,3.12,2.73,15.34,14,1,0.75,81,575,0.39,0.383,122.74
77,3.7,1.8,14.8,17,2,0.9,90,580,0.32,0.66,142
19,1,0.1,4.4,5,3,0.4,19,231,0.06,0.02,40
23,1.1,0.1,5.4,4,3,0.5,23,199,0.05,0.03,47
21,2.6,0.1,3.8,39,0,8.5,61,0,0.04,0.24,8
23,0.99,0.12,5.51,11,1,0.39,27,227,0.137,0.038,78.01
26,1.2,0.2,6,13,0,0.4,28,231,0.2,0.04,0
31,1.53,0.3,7.01,10,1,0.51,37,290,0.042,0.055,51.35
29,1.71,0.19,6.42,15,1,0.5,38,270,0.008,0.076,43.95
919,0.02,99.8,0,13,0,0.05,0,0,0,0.003,0
299,29.94,3.45,55.1,400,21,6.62,440,1142,0.924,2.946,219.13
103,2.9,0.5,23.7,41,1,0.6,68,570,0.01,0.18,19
36,3.7,0.5,6.3,73,0,4,81,104,0.25,0.26,100
24,0.9,0.2,5.6,18,0,1,31,63,0.09,0.04,53
148,3.03,1.58,35.81,98,801,1.09,49,343,0.029,0.079,5.04
128,5.5,6,13.1,16,414,12.3,54,135,0.08,0.1,4
205,3.66,1.38,51.76,25,2486,0.97,63,422,0.529,0.221,0
178,5.15,2.28,41.12,43,2424,1.33,93,687,0.17,0.542,4.66
124,2.39,0.63,31.49,16,2026,1.1,34,209,0.195,0.024,11.8
319,13.29,8.4,60.62,79,13,4.89,342,2541,0.427,2.159,0
51,5.16,0.85,8.9,457,2,1.85,54,518,0.257,0.301,8.21
266,35.43,5.3,37.8,1495,25,31.61,447,3780,0.929,4.885,13.89
41,4.41,0.76,6.66,590,4,2,21,53,0.029,0.097,6.06
45,5.07,0.32,8.49,369,4,4.35,62,589,0.123,0.322,24.03
35,1.8,0.5,7.4,207,2,5,40,279,0.08,0.17,13
42,1.8,0.5,9.4,197,2,6.2,47,552,0.1,0.26,44
177,3,0.1,85.3,57,18,2.1,160,3000,0,0,0
6,0.2,0,3,75,10,0.5,10,12,0,0,0
6,0.12,0.01,3.06,67,2,0.11,3,13,0,0.09,0.1
385,1.6,9.3,73.6,745,60,8.5,240,3430,0.46,1.86,111
35,3.28,0.64,6.09,133,1,1.02,42,444,0.044,0.346,11.63
32,3.04,0.49,5.77,135,2,1.6,38,529,0.006,0.334,7.97
307,5.1,4.9,71.1,45,0,2.1,31,0,0.3,0.08,5
306,8,4.7,69.2,42,0,1.5,24,0,0.26,0.12,7
83,10,4.3,1,7,118,6.8,33,41,0,0.21,0
129,10,1.4,51.4,0,0,0,0,0,0,0,0
141,12.9,1.3,54.7,921,0,20.6,93,0,0.18,0.14,0
21,2.2,0.1,4.1,90,16,1,40,270,0.06,0.1,6
17,2.2,0.1,3.1,74,26,1.5,44,380,0.1,0.2,19
214,1.93,0.08,57.45,14,1,0.62,69,551,0.009,0.243,2.67
368,0,0,99.9,0,0,0,0,0,0,0,0
39,0.86,0.05,8.66,20,54,0.31,30,330,0.024,0.071,3.37
28,0.99,0.11,5.67,95,27,0.24,25,165,0.053,0.083,3.26
419,9.92,8.67,75.37,23,457,1.55,144,177,0.287,0.372,0.17
420,6.7,6.9,82.8,15,150,0.6,108,76,0.11,0.05,0
428,4.5,16.3,65.7,8,18,0.3,46,65,0.05,0.02,0
457,11.5,13.96,71.28,24,497,1.81,127,160,0.029,0.059,0
330,6.35,2.39,70.86,43,158,1.48,133,78,0.037,0.322,0.37
346,3.35,0.29,82.62,21,64,1.29,47,89,0.06,0.31,0
521,4.1,26.9,65.6,33,131,0.5,72,100,0.08,0.07,0
489,5.7,24.93,60.34,184,227,3.27,113,107,0.603,0.154,0.05
534,6.68,28.58,62.63,42,481,6.99,92,111,1.084,0.653,0.03
383,11.06,1.07,82.29,21,112,0.81,76,135,0,0.034,0
471,5.5,21,64.98,11,207,0.41,58,60,0.065,0.065,5.25
494,6.04,22.77,66.32,137,577,1.14,84,91,0.136,0.02,0
520,5.25,26.27,65.73,163,420,1.01,41,81,0,0.013,0
422,3.8,13.3,71.7,5,34,2.6,42,47,0.06,0.09,0
291,7.9,14.1,32.9,255,511,2.31,190,159,0.263,0.347,0.4
287,4.8,4.2,57.3,53,51,0.5,84,130,0.05,0.11,5
398,7.5,3.5,84,25,130,0.9,93,110,0.04,0.1,0
501,4.3,22.5,70.2,119,54,2,119,258,0.06,0.12,0
428,4.29,15.57,67.59,132,224,5.2,97,135,0.085,0.152,0
252,7.3,7.9,38.1,95,65,0.8,150,160,0.08,0.19,1
493,8.36,20.87,67.97,17,346,0.84,112,145,0,0.06,0.29
512,6.37,24.52,66.47,28,226,0.84,87,91,0.088,0.103,0.04
494,5.92,20.55,71.38,39,312,1.59,110,196,0.031,0.122,0.24
471,6.48,17.17,72.73,17,652,0.64,83,123,0.127,0.042,0.23
513,7,27.8,58.8,136,634,1.8,239,44,0.05,0.25,0
524,7.66,26.24,64.23,35,195,0.76,128,191,0.296,0.223,0.08
506,7.38,22.62,68.26,65,394,0.76,142,121,0.242,0.049,0
497,6.08,22.23,68.24,53,539,0.66,113,128,0.311,0.103,0.08
360,8,17.2,43.2,44,90,1.4,128,121,0.05,0.04,0
74,17.2,0.1,0,84,0,0.6,216,0,0.06,0.1,1
50,6.27,1.08,7.05,10,2,1.58,102,551,0.077,0.274,15.82
69,4.5,2.04,10.23,5,1,0.83,66,601,1.112,0.046,31.82
56,6.33,1.57,7.77,572,8,2.32,68,690,0.127,0.399,10.22
384,14.6,10.7,57.2,49,162,14.7,259,2161,0.82,0.34,11
51,0.1,0.1,12.3,3,7,0.1,2,28,0,0,9
51,0.1,0.1,12.3,3,4,0.2,3,49,0,0.01,19
38,0.6,0.1,9.9,8,3,0.1,16,240,0.03,0.04,220
345,11.1,1.3,72.1,843,46,3.4,440,2897,0.85,0.81,0
52,1,0.1,13.2,14,1,1.3,24,200,0.02,0.02,22
291,7.25,0.87,60.09,13,395,0.4,49,93,0.056,0,1.02
370,10.36,1.27,74.86,19,1274,0.82,96,125,0.115,0.079,0.34
126,3.55,0.48,25.31,7,68,0.28,26,5,0,0,0.08
164,3.33,1.25,33.09,10,142,0.17,21,16,0.088,0.007,0
139,2.95,0.46,29.12,8,78,0.14,17,8,0.071,0.007,0
356,10.3,5.2,67.1,110,2700,0.8,110,260,0.21,0.04,0
148,5.2,0.6,28.6,11,200,0.5,36,10,0.02,0.02,0
281,8.6,1.2,55.7,21,410,0.5,66,350,0.02,0.02,0
149,4.9,0.6,29.2,20,70,0.3,29,60,0.01,0.01,0
198,5.3,1.7,38.4,9,170,0.3,100,86,0.01,0.01,0
366,10.4,1.21,73.94,18,1284,0.75,88,150,0.076,0.088,0.38
120,3.55,0.4,24.04,8,88,0.26,24,8,0.013,0.006,0.04
348,9.16,1.08,71.29,19,1697,0.57,73,123,0.022,0.006,0
281,6.4,1.4,57.5,15,1768,1.4,54,100,0.08,0.02,0
303,7.25,0.87,63.02,15,327,0.41,50,93,0.035,0,0.25
140,3.49,0.43,28.98,6,47,0.13,17,11,0,0,0.06
23,1,0,5.7,16,1,0.5,20,140,0.06,0.07,5
292,11.6,0.2,73.5,160,14,11,250,2500,0.73,0.89,10
27,1.4,0,6.5,22,2,0.7,28,280,0.1,0.11,11
358,14.5,2.3,69.9,753,54,10.3,420,2734,0.86,0.99,0
36,5.8,1,0.5,109,0,1.7,53,0,0.02,0.04,1
43,7.7,0.9,0.5,117,0,2.2,69,0,0.03,0.05,1
103,18.5,2.6,0.2,50,0,1.1,180,0,0.15,0.2,1
219,2.49,0.05,52.08,12,4608,0.26,56,138,0.009,0.483,0
95,10,3.6,5.1,3,0,0,0,0,0.3,0.2,5
63,8.9,1.2,3.7,43,232,3.9,125,259,0.13,0.18,5
86,10.5,2.4,5.1,84,0,3.8,150,0,0.2,0.28,3
81,9.66,2.19,5.27,428,480,8.72,159,322,0.22,0.124,0
80,10.2,1.8,5.3,123,0,3.4,92,0,0.2,0.3,4
87,14.7,2.7,0,37,378,3.3,108,162,0.65,0.09,0
199,8.77,12.58,11.62,62,417,6.95,159,244,0.15,0.202,3.8
301,13.9,24.4,5.6,20,600,4.1,118,150,0.05,0.09,0
92,8.6,2.7,8.1,196,2374,8.8,140,213,0.11,0.2,1
373,11.4,3.7,73.5,16,2,6.6,175,574,0.13,0.21,0
371,14.3,3.8,70.4,18,3,7,183,385,0.15,0.46,0
382,13.2,8.2,64.9,60,4,5.8,381,383,0,0.07,0
44,0.3,0.1,11.6,11,2,0.1,7,85,0.13,0.04,40
47,0.6,0.2,12,11,12,0.2,8,34,0.09,0.03,25
39,0.2,0.1,10.4,4,13,0,8,38,0.03,0.06,46
41,0.82,0.08,10.56,13,1,0.13,15,149,0.172,0.033,59.91
50,0.99,0.11,12.8,11,1,0.11,17,154,0.127,0.029,52.94
39,0.53,0.1,10.04,13,2,0.12,12,101,0.175,0.024,30.69
309,1,0,76.2,17,0,0.7,2,0,0.02,0.03,1
64,1.2,0.2,16.2,10,3,0.7,7,114,0.07,0.02,18
20,1.79,0.2,3.95,61,138,0.46,32,467,0,0.064,0
18,1.78,0.2,3.28,49,173,0.53,34,562,0.094,0.108,4.8
73,1.19,0.13,18.77,37,5,0.33,16,226,0.002,0.085,28.89
56,0,0.01,13.89,0,30,0,0,8,0,1.623,500
212,13.1,14.9,4,77,138,2.6,217,132,0.07,0.38,0
193,12.3,13.9,2.4,78,143,3.3,249,106,0.13,0.33,0
106,17.5,3.3,0.5,672,0,2.7,535,0,0.07,0.18,2
360,11.2,1.9,74.6,15,6,2.8,226,233,0.42,0.09,0
365,12.46,3.09,71.91,8,2,2.71,286,203,0.417,0.078,0
179,42.3,4.7,36.5,300,258,10.6,703,3117,0.79,3.62,157
165,35.5,1.7,43.3,412,0,18.6,472,0,1.15,2.7,71
307,37.69,49.23,4.82,174,1299,5.78,368,1328,0.02,1.335,78.11
163,41.8,1.5,36.4,265,859,15.3,690,2773,0.65,1.13,16
174,43.3,0.9,41.7,257,491,18.3,570,2931,0.31,5.63,106
165,38.6,1.7,40.3,325,1294,17.6,762,3503,1.2,2.95,93
12,3.3,0.4,2,490,144,4.5,474,2208,0,0,0
151,32.7,0.8,40.9,196,120,17.6,49,2520,0.4,3.36,21
158,3.6,3.2,28.8,30,417,5.1,60,95,0.08,0.12,0
138,4.4,2.6,24.3,31,458,6.8,58,125,0.05,0.57,0
162,3.8,5.4,24.6,26,364,4.9,56,102,0.03,0.17,0
161,6.4,3.9,25,28,424,6.8,76,122,0.02,0.21,0
167,5.8,5.1,24.5,25,346,5,64,108,0.19,0.21,0
37,3.26,0.4,7.07,103,720,0.83,49,328,0.108,0.34,1.65
88,4.1,2.7,11.9,115,2231,4.1,70,164,0.31,0.15,11
38,1.43,0.19,7.54,41,501,0.33,25,249,0.049,0.063,0.82
7,0.34,0.07,1.27,12,421,0.1,12,88,0.045,0.03,3.5
8,0.33,0.01,1.77,10,533,0.07,8,82,0.02,0.013,2.32
25,1.4,0.2,4.4,64,232,0.8,39,196,0.09,0.06,7
37,1.85,0.54,6.1,50,548,0.51,50,313,0.08,0.071,3.15
39,2.22,0.67,5.95,53,626,0.56,56,430,0.032,0.167,4.04
38,1.84,0.49,6.56,51,606,0.45,52,324,0.043,0.079,3.64
16,0.95,0.07,3,35,395,0.24,29,187,0.016,0.04,15.98
30,1.88,0.58,4.37,125,581,0.39,53,201,0.016,0.039,5.36
32,2.4,0.29,4.99,134,510,0.68,42,349,0.028,0.177,1.6
18,1.41,0.07,2.91,32,493,0.21,13,103,0.028,0.041,3.88
37,1.76,0.37,6.66,29,302,0.57,40,283,0.077,0.099,0.89
62,3.5,0.8,10.1,67,926,0,77,464,0.2,0.23,56
17,1,0.1,3,37,452,0,23,112,0.08,0.04,19
